-4.753829,-2.712103
-3.072644,-4.139685
-3.905276,-4.825601
-7.408580,-3.162821
-3.119562,-3.107373
-5.504553,-4.693560
-5.091976,-4.374024
-7.014889,-5.255201
-5.697270,-5.170896
-4.834405,-5.972673
-6.281820,-4.180588
-5.247796,-4.471733
-7.414882,-3.820166
-4.236388,-4.470239
-5.611532,-3.653567
-6.295133,-5.580071
-6.064072,-3.772409
-5.045401,-4.242770
-3.532557,-5.079612
-5.448983,-2.412997
-4.869849,-4.213736
-7.839063,-5.035779
-3.010758,-1.771749
-4.414441,-3.542662
-2.522611,-5.147386
-4.202183,-3.867636
-7.703481,-4.594014
-5.864470,-4.044943
-6.718494,-5.840958
-7.022036,-4.329573
-2.858921,-3.895505
-3.448338,-2.757391
-6.092952,-2.607288
-4.278419,-3.424911
-3.306728,-3.277347
-5.595863,-2.877001
-3.408122,-0.707857
-5.696339,-4.550439
-6.500146,-3.776802
-3.681191,-3.837317
-5.122768,-3.581719
-5.422300,-3.945786
-7.180789,-5.275505
-6.252556,-6.683774
-7.457414,-3.870696
-4.984378,-3.471677
-5.749352,-3.457756
-4.584387,-5.113731
-5.164520,-4.677976
-4.163898,-6.500788
-4.841031,-5.300189
-5.673843,-3.450489
-2.901231,-5.943907
-5.347076,-4.723504
-3.457130,-3.863364
-7.172630,-4.110423
-4.444902,-4.180273
-3.990283,-5.777216
-4.664926,-4.315671
-3.894608,-4.033449
-6.114251,-6.611740
-5.399385,-2.717110
-4.018533,-2.389271
-4.036053,-4.553161
-5.889134,-4.300275
-4.254594,-3.441007
-5.879079,-4.190663
-5.120938,-4.513957
-6.625420,-4.064183
-5.209375,-4.625756
-3.750745,-0.607174
-4.193697,-4.611365
-7.894177,-5.243046
-4.104375,-3.894020
-7.447311,-3.758785
-6.351290,-3.816663
-5.833951,-2.918528
-6.428579,-2.558155
-6.278179,-3.381460
-6.103879,-1.794641
-5.414892,-3.292346
-4.349635,-5.130849
-6.461726,-4.846750
-7.879417,-5.407113
-5.476348,-3.973566
-5.309438,-4.752702
-4.585549,-4.800140
-5.427572,-4.702105
-5.348882,-3.864619
-2.548458,-5.810453
-6.251476,-4.241771
-6.126943,-3.191137
-2.552263,-2.702137
-5.928279,-4.525037
-4.608985,-0.878684
-5.805499,-3.208007
-3.997168,-5.120011
-4.960343,-2.871678
-5.794848,-2.824360
-5.662385,-3.955861
-0.532436,-8.402368
-3.865604,-7.329451
-1.984306,-5.916617
-2.698985,-7.315835
-4.091437,-7.960945
0.046506,-7.339561
-1.354009,-6.349138
-0.561211,-6.835680
-1.642586,-6.586964
-0.171040,-6.625869
-1.519976,-6.946353
-1.159888,-6.713717
-2.446188,-7.395796
-1.463864,-7.336208
-2.455965,-7.344490
-4.294536,-7.509967
-0.735556,-8.106300
-2.854223,-5.183529
-1.309505,-6.387049
-1.656333,-7.093242
-2.935509,-6.535921
-0.931725,-6.567832
-2.208772,-6.038181
-3.782916,-7.602887
-2.007324,-6.408373
-3.496325,-6.753979
-1.209465,-8.586355
-1.527631,-5.287547
-2.428145,-8.277146
-1.695646,-7.076074
0.841093,-7.026572
-1.914060,-5.064437
-1.722073,-7.474069
-0.975684,-7.365931
